1,1,2
,2,2
,3,2
,4,2
,5,1
2,6,4
3,7,1
,8,5
4,9,5
5,10,4
6,11,
,12,
,13,
,14,
,15,
7,16,2
8,17,3
,18,4
9,19,2
,20,3
10,21,3
11,22,4
12,23,3
13,24,5
14,25,4
15,26,1
16,27,5
17,28,3
18,29,1
,30,5
19,31,5
20,32,2
,33,2
,34,2
,35,1
,36,2
